"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"kenyan",6,6,"Adjective","1.00"
"kep",12,6,"Verb","0.58"
"kepi",2,1,"Noun","1.00"
"kept",4559,3028,"Verb","1.00"
"keratin",2,1,"Noun","1.00"
"keratoconus",1,1,"Noun","1.00"
"kerb",18,13,"Noun","1.00"
"kercher",10,1,"Name","0.90"
"kerchief",19,13,"Noun","1.00"
"kerchiefs",1,1,"Noun","1.00"
"kerel",2,2,"Name","1.00"
"kerf",4,2,"Verb","0.75"
"kerfuffle",1,1,"Noun","1.00"
"kerman",1,1,"Name","1.00"
"kern",58,14,"Name","0.98"
"kernel",35,15,"Noun","0.94"
"kernels",7,5,"Noun","1.00"
"kerner",4,4,"Name","1.00"
"kerning",1,1,"Verb","1.00"
"kerns",2,2,"Noun","0.50"
"kero",2,1,"Noun","0.50"
"kerosene",66,48,"Noun","1.00"
"kerosine",1,1,"Noun","1.00"
"kerplunk",6,4,"Noun","0.50"
"kerrie",10,7,"Name","0.70"
"kerry",348,102,"Name","1.00"
"kers",1,1,"Noun","1.00"
"kersey",52,3,"Name","0.90"
"kesar",2,1,"Verb","1.00"
"ketch",8,3,"Name","0.75"
"ketches",1,1,"Noun","1.00"
"ketchup",310,190,"Noun","1.00"
"ketchups",4,2,"Noun","1.00"
"ketone",2,2,"Verb","1.00"
"ketones",4,4,"Noun","1.00"
"kettle",143,119,"Noun","0.97"
"kettledrum",2,2,"Noun","1.00"
"kettles",10,7,"Noun","1.00"
"kewpie",35,24,"Noun","0.80"
"key",4430,2165,"Noun","0.79"
"keyboard",92,66,"Noun","1.00"
"keyboardist",3,3,"Noun","1.00"
"keyboards",22,15,"Noun","1.00"
"keyed",39,33,"Verb","1.00"
"keyhole",53,41,"Noun","1.00"
"keyholes",15,14,"Noun","1.00"
"keying",9,9,"Verb","1.00"
"keyless",1,1,"Adjective","1.00"
"keyman",1,1,"Noun","1.00"
"keynesian",1,1,"Adjective","1.00"
"keynote",33,23,"Noun","1.00"
"keynotes",1,1,"Noun","1.00"
"keypad",27,24,"Noun","1.00"
"keys",2601,1427,"Noun","0.99"
"keystone",18,13,"Noun","1.00"
"keystroke",10,8,"Noun","1.00"
"keystrokes",8,8,"Noun","1.00"
"keyword",27,7,"Noun","1.00"
"keywords",5,5,"Noun","1.00"
"kg",15,10,"Noun","1.00"
"kha",5,4,"Name","0.75"
"khaki",42,38,"Adjective","0.90"
"khakis",19,16,"Noun","1.00"
"khalifa",3,1,"Name","1.00"
"khalsa",12,1,"Name","1.00"
"khan",198,58,"Noun","0.77"
"khartoum",9,5,"Name","1.00"
"khedive",9,1,"Noun","1.00"
"khi",1,1,"Noun","1.00"
"khitmutgar",1,1,"Verb","1.00"
"khmer",17,9,"Name","1.00"
"khrushchev",27,15,"Name","0.78"
"ki",43,17,"Name","0.58"
"kiang",8,1,"Name","1.00"
"kiangs",1,1,"Noun","1.00"
"kibble",41,25,"Noun","0.62"
"kibbles",6,6,"Name","0.67"
"kibbutz",12,10,"Noun","1.00"
"kibitz",12,6,"Verb","0.83"
"kibitzer",3,3,"Noun","1.00"
"kibitzes",1,1,"Verb","1.00"
"kibitzing",5,5,"Verb","0.80"
"kibosh",15,15,"Noun","1.00"
"kick",3744,2163,"Verb","0.82"
"kickable",1,1,"Adjective","1.00"
"kickback",15,14,"Noun","1.00"
"kickbacks",20,17,"Noun","1.00"
"kickball",5,4,"Noun","1.00"
"kickboxing",22,14,"Verb","0.50"
"kicked",1559,1166,"Verb","1.00"
"kicker",54,51,"Noun","0.94"
"kickers",9,8,"Noun","0.89"
"kicking",795,640,"Verb","0.95"
"kickoff",53,41,"Noun","0.92"
"kicks",414,351,"Verb","0.57"
"kickshaws",2,2,"Noun","1.00"
"kid",17299,4625,"Noun","0.97"
"kidded",13,12,"Verb","0.92"
"kidder",44,35,"Noun","0.77"
"kidders",3,3,"Noun","1.00"
"kiddie",68,54,"Noun","0.99"
"kiddies",92,85,"Noun","1.00"
"kidding",6822,3698,"Verb","0.90"
"kiddo",432,299,"Noun","0.97"
"kiddos",7,5,"Noun","1.00"
"kiddush",4,2,"Noun","0.50"
"kiddy",18,17,"Adjective","0.83"
"kidhood",1,1,"Noun","1.00"
"kidnap",331,227,"Verb","0.85"
"kidnaping",3,3,"Verb","1.00"
"kidnapped",836,467,"Verb","0.98"
"kidnappee",3,3,"Noun","1.00"
"kidnapper",206,92,"Noun","0.98"
"kidnappers",160,88,"Noun","0.99"
"kidnapping",617,340,"Noun","0.91"
"kidnappings",41,27,"Noun","1.00"
"kidnaps",17,16,"Verb","0.94"
"kidney",494,237,"Noun","0.98"
"kidneys",215,141,"Noun","1.00"
"kids",15356,4510,"Noun","1.00"
"kidskin",2,1,"Noun","1.00"
"kie",1,1,"#N/A","#N/A"
"kief",1,1,"#N/A","#N/A"
"kiel",3,3,"Name","0.67"
"kielbasa",12,6,"Noun","0.92"
"kieselguhr",7,1,"Noun","0.86"
"kiev",32,21,"Name","0.94"
"kif",8,4,"Noun","0.88"
"kifs",2,2,"Noun","1.00"
"kike",22,14,"Noun","0.82"
"kikes",14,10,"Noun","0.86"
"kiki",162,55,"Name","0.55"
"kil",3,1,"Name","1.00"
"kiley",6,5,"Name","1.00"
"kilim",3,2,"Verb","0.67"
"kill",23081,5700,"Verb","0.99"
"killed",14792,4422,"Verb","0.93"
"killer",3206,1402,"Noun","1.00"
"killers",577,406,"Noun","1.00"
"killick",13,1,"Verb","0.62"
"killing",3965,2381,"Verb","0.76"
"killings",184,128,"Noun","1.00"
"killjoy",24,17,"Noun","1.00"
"killjoys",1,1,"Noun","1.00"
"kills",1015,826,"Verb","0.98"
"killy",2,2,"Adverb","1.00"
"kiln",19,14,"Noun","1.00"
"kilo",80,58,"Noun","1.00"
"kilobyte",1,1,"Noun","1.00"
"kilobytes",2,2,"Noun","1.00"
"kilocycles",2,1,"Noun","1.00"
"kilogram",3,2,"Noun","1.00"
"kilograms",5,4,"Noun","1.00"
"kilohertz",1,1,"Verb","1.00"
"kilometer",20,19,"Noun","1.00"
"kilometers",156,104,"Noun","1.00"
"kilometre",5,5,"Noun","1.00"
"kilometres",22,16,"Noun","1.00"
"kilos",92,60,"Noun","1.00"
"kiloton",3,3,"Noun","1.00"
"kilotons",4,3,"Noun","1.00"
"kilowatt",6,5,"Noun","1.00"
"kilowatts",13,7,"Noun","1.00"
"kilt",31,21,"Noun","1.00"
"kilted",1,1,"Adjective","1.00"
"kilter",4,4,"Noun","1.00"
"kilts",3,3,"Noun","1.00"
"kim",1538,360,"Name","1.00"
"kimbo",2,1,"Name","1.00"
"kimchee",4,3,"Noun","1.00"
"kimchi",25,17,"Noun","0.80"
"kimono",55,29,"Noun","1.00"
"kimonos",8,8,"Noun","1.00"
"kimura",29,10,"Name","0.79"
"kin",218,167,"Noun","0.99"
"kina",1,1,"Noun","1.00"
"kinase",1,1,"Noun","1.00"
"kinbote",2,1,"Name","1.00"
"kind",30125,7317,"Noun","0.70"
"kinda",2163,1205,"Adverb","1.00"
"kinder",55,52,"Adjective","0.87"
"kindergarten",195,159,"Noun","1.00"
"kindergartener",1,1,"Noun","1.00"
"kindergartens",1,1,"Noun","1.00"
"kindergartner",2,2,"Noun","1.00"
"kindergartners",4,4,"Noun","1.00"
"kindest",70,63,"Adjective","1.00"
"kindhearted",8,8,"Adjective","0.75"
"kindle",9,7,"Verb","1.00"
"kindled",9,8,"Verb","1.00"
"kindler",1,1,"Noun","1.00"
"kindles",2,2,"Verb","1.00"
"kindlier",2,2,"Adjective","1.00"
"kindliness",2,2,"Noun","1.00"
"kindling",29,28,"Noun","0.76"
"kindly",538,434,"Adverb","0.90"
"kindness",460,349,"Noun","1.00"
"kindnesses",3,3,"Noun","1.00"
"kindred",45,35,"Adjective","0.84"
"kinds",1121,932,"Noun","1.00"
"kine",2,1,"Noun","1.00"
"kines",1,1,"Name","1.00"
"kinescope",1,1,"Noun","1.00"
"kinescopes",1,1,"Noun","1.00"
"kinesiology",3,3,"Noun","1.00"
"kinesis",1,1,"Noun","1.00"
"kinesthesia",1,1,"Noun","1.00"
"kinetic",32,19,"Adjective","1.00"
"kineticism",1,1,"Noun","1.00"
"kinetics",1,1,"Noun","1.00"
"kinetoscope",1,1,"Noun","1.00"
"kinfolk",18,14,"Noun","1.00"
"kinfolks",2,2,"Noun","1.00"
"king",6592,1688,"Noun","0.95"
"kingdom",787,443,"Noun","0.97"
"kingdomed",1,1,"Verb","1.00"
"kingdoms",42,28,"Noun","1.00"
"kingfish",6,5,"Name","0.67"
"kingfisher",9,4,"Noun","1.00"
"kingly",4,4,"Adjective","1.00"
"kingmaker",3,3,"Noun","1.00"
"kingpin",51,32,"Noun","0.96"
"kingpins",3,2,"Noun","0.67"
"kings",457,288,"Noun","0.96"
"kingship",3,3,"Noun","1.00"
"kingsize",1,1,"Adjective","1.00"
"kingsman",1,1,"Noun","1.00"
"kingston",124,25,"Name","1.00"
"kink",34,28,"Noun","0.94"
"kinkajou",1,1,"Noun","1.00"
"kinkajous",1,1,"Name","1.00"
"kinked",1,1,"Verb","1.00"
"kinkier",4,3,"Adjective","1.00"
"kinkiness",1,1,"Noun","1.00"
"kinking",1,1,"Noun","1.00"
"kinkle",1,1,"Name","1.00"
"kinks",41,35,"Noun","0.95"
"kinky",152,127,"Adjective","0.95"
"kino",1,1,"Noun","1.00"
"kinos",1,1,"Noun","1.00"
"kinship",22,21,"Noun","1.00"
"kinsman",16,10,"Noun","1.00"
"kinsmen",7,5,"Noun","1.00"
"kinswoman",1,1,"Noun","1.00"
"kiosk",23,14,"Noun","1.00"
"kiowa",7,3,"Name","0.71"
"kip",96,35,"Noun","0.91"
"kipper",14,9,"Noun","0.57"
"kippered",1,1,"Adjective","1.00"
"kippers",19,13,"Noun","1.00"
"kipping",1,1,"Verb","1.00"
"kippur",17,13,"Unclassified","1.00"
"kippy",1,1,"Name","1.00"
"kips",4,2,"Noun","1.00"
"kirby",288,34,"Name","1.00"
"kiri",2,2,"Name","1.00"
"kirk",964,185,"Name","0.99"
"kirks",1,1,"Noun","0.75"
"kirkyard",2,2,"Name","1.00"
"kirsch",31,2,"Noun","0.94"
"kirtle",1,1,"Noun","1.00"
"kishka",4,1,"Name","0.75"
"kishon",2,1,"Name","1.00"
"kismet",23,20,"Noun","1.00"
"kismetic",1,1,"Adjective","1.00"
"kiss",6179,2739,"Verb","0.63"
"kissable",5,5,"Adjective","1.00"
"kissed",1454,849,"Verb","1.00"
"kisser",174,142,"Noun","1.00"
"kissers",6,5,"Noun","1.00"
"kisses",398,308,"Noun","0.79"
"kissing",1189,726,"Verb","0.72"
"kissy",20,15,"Noun","0.95"
"kiswa",1,1,"Noun","1.00"
"kit",900,424,"Noun","1.00"
"kitbag",1,1,"Noun","1.00"
"kitchen",2974,1815,"Noun","1.00"
"kitchener",1,1,"Noun","1.00"
"kitchenette",16,10,"Noun","0.81"
"kitchenettes",1,1,"Noun","1.00"
"kitchens",37,33,"Noun","1.00"
"kitchenware",2,2,"Noun","1.00"
"kite",117,76,"Noun","1.00"
"kited",1,1,"Adjective","1.00"
"kiter",1,1,"Noun","1.00"
"kites",36,28,"Noun","1.00"
"kith",5,4,"Noun","1.00"
"kiting",4,3,"Verb","0.75"
"kits",53,46,"Noun","1.00"
"kitsch",18,12,"Noun","1.00"
"kitschy",3,3,"Adjective","1.00"
"kitted",2,2,"Verb","1.00"
"kittel",3,1,"Name","1.00"
"kitten",241,157,"Noun","1.00"
"kittens",82,62,"Noun","1.00"
"kitter",3,1,"Name","1.00"
"kitties",26,17,"Noun","0.92"
"kittles",2,2,"Noun","0.50"
"kitty",1362,363,"Name","0.57"
"kivu",3,2,"Name","1.00"
"kiwi",40,23,"Noun","1.00"
"kiwis",7,5,"Noun","1.00"
"kl",19,16,"Name","1.00"
"klan",58,36,"Name","0.95"
"klatch",6,6,"Noun","0.83"
"klaxon",20,7,"Noun","0.95"
"klaxons",2,1,"Noun","1.00"
"kleenex",78,69,"Noun","0.81"
"kleptomania",4,2,"Noun","1.00"
"kleptomaniac",9,9,"Noun","1.00"
"kleptomaniacs",2,2,"Noun","1.00"
"kleptophobia",1,1,"Noun","1.00"
"klick",10,9,"Noun","0.80"
"kluck",4,2,"Name","1.00"
"kludge",11,4,"Noun","0.64"
"kludges",5,4,"Noun","1.00"
"klutz",47,43,"Noun","0.85"
"klutzes",1,1,"Noun","1.00"
"klutziness",1,1,"Noun","1.00"
"klutzy",5,5,"Adjective","1.00"
"klystron",4,1,"Noun","0.75"
"km",70,37,"Noun","1.00"
"kn",10,10,"Noun","1.00"
"knab",2,1,"#N/A","#N/A"
"knack",127,103,"Noun","1.00"
"knacker",2,1,"Noun","1.00"
"knackered",19,14,"Adjective","1.00"
"knackers",2,1,"Noun","1.00"
"knacking",1,1,"Verb","1.00"
"knackwurst",5,5,"Noun","0.80"
"knappy",1,1,"Name","1.00"
"knapsack",33,27,"Noun","1.00"
"knapsacks",3,3,"Noun","1.00"
"knave",19,14,"Noun","1.00"
"knavery",1,1,"Noun","1.00"
"knaves",12,9,"Noun","1.00"
"knavish",1,1,"Adjective","1.00"
"knead",9,5,"Verb","1.00"
"kneaded",1,1,"Verb","1.00"
"kneader",4,2,"Noun","1.00"
"kneading",9,8,"Verb","0.78"
"knee",749,533,"Noun","0.99"
"kneecap",29,26,"Noun","0.86"
"kneecappings",1,1,"Noun","1.00"
"kneecaps",35,34,"Noun","1.00"
"kneed",12,9,"Verb","0.83"
"kneeing",1,1,"Verb","1.00"
"kneel",272,183,"Verb","1.00"
"kneeled",3,3,"Verb","1.00"
"kneeler",2,2,"Noun","1.00"
"kneeling",54,51,"Verb","0.94"
"kneels",12,11,"Verb","1.00"
"kneepad",2,1,"Noun","0.50"
"kneepads",4,3,"Noun","1.00"
"knees",1320,946,"Noun","1.00"
"knell",14,13,"Noun","1.00"
"knelt",19,19,"Verb","1.00"
"knew",18817,6296,"Verb","1.00"
"knick",20,15,"Noun","0.85"
"knicker",1,1,"Noun","1.00"
"knickerbocker",9,8,"Noun","0.67"
"knickerbockers",4,4,"Noun","1.00"
"knickers",65,57,"Noun","1.00"
"knickknack",4,4,"Noun","0.75"
"knickknacks",20,20,"Noun","0.80"
"knife",2387,1255,"Noun","1.00"
"knifed",33,28,"Verb","1.00"
"knifer",1,1,"Noun","1.00"
"knifes",7,6,"Noun","0.86"
"knifing",2,2,"Verb","1.00"
"knifings",2,2,"Noun","1.00"
"knight",1365,342,"Name","0.65"
"knighted",24,19,"Verb","1.00"
"knightess",6,1,"Noun","1.00"
"knighthood",26,24,"Noun","1.00"
"knighthoods",1,1,"Noun","1.00"
"knighting",6,4,"Verb","0.50"
"knightly",9,7,"Adverb","0.56"
"knights",384,112,"Noun","0.65"
"knish",16,6,"Noun","0.44"
"knishes",6,5,"Verb","0.83"
"knit",97,79,"Verb","0.98"
"knits",8,8,"Verb","0.88"
"knitted",33,28,"Verb","0.82"
"knitter",2,2,"Noun","1.00"
"knitting",115,79,"Noun","0.54"
"knives",353,269,"Noun","1.00"
"knob",125,99,"Noun","0.99"
"knobbed",1,1,"Adjective","1.00"
"knobbing",1,1,"Verb","1.00"
"knobby",4,4,"Adjective","0.75"
"knobs",53,41,"Noun","1.00"
"knock",3299,2088,"Verb","0.90"
"knockabout",1,1,"Noun","1.00"
"knockdown",18,14,"Noun","1.00"
"knockdowns",3,3,"Noun","1.00"
"knocked",1261,982,"Verb","1.00"
"knocker",17,10,"Noun","1.00"
"knockers",39,30,"Noun","1.00"
"knocking",759,566,"Verb","0.59"
"knockings",1,1,"Noun","1.00"
"knockoff",23,22,"Noun","0.96"
"knockoffs",13,12,"Noun","1.00"
"knockout",170,106,"Noun","0.84"
"knockouts",12,5,"Noun","1.00"
"knocks",205,190,"Noun","0.62"
"knockup",1,1,"Noun","1.00"
"knockwurst",18,11,"Noun","0.94"
"knoll",27,19,"Noun","0.93"
"knolls",3,2,"Name","1.00"
"knorr",1,1,"Noun","1.00"
"knot",188,151,"Noun","0.96"
"knothead",5,5,"Noun","1.00"
"knothole",6,5,"Noun","1.00"
"knots",285,170,"Noun","1.00"
"knotted",21,20,"Verb","0.76"
"knotting",2,2,"Verb","1.00"
"knotty",7,6,"Adjective","1.00"
"know",291780,8340,"Verb","1.00"
"knowable",1,1,"Adjective","1.00"
"knowe",1,1,"Verb","1.00"
"knower",1,1,"Noun","1.00"
"knoweth",4,4,"Verb","1.00"
"knowhow",7,6,"Verb","0.86"
"knowing",2307,1781,"Verb","0.98"
"knowingly",37,31,"Adverb","1.00"
"knowings",1,1,"Noun","1.00"
"knowledgable",1,1,"Adjective","1.00"
"knowledge",1302,936,"Noun","1.00"
"knowledgeable",40,36,"Adjective","1.00"
"known",6300,3732,"Verb","0.93"
"knowns",3,3,"Noun","0.67"
"knows",12492,5479,"Verb","1.00"
"knox",249,68,"Name","0.99"
"knoxville",28,10,"Name","1.00"
"knuckle",66,59,"Noun","0.76"
"knuckleball",2,2,"Noun","1.00"
"knuckled",1,1,"Verb","1.00"
"knucklehead",55,52,"Noun","0.94"
"knuckleheads",26,25,"Noun","1.00"
"knuckler",2,2,"Noun","1.00"
"knuckles",176,126,"Noun","0.85"
"knuckling",1,1,"Verb","1.00"
"knucks",3,2,"Noun","0.67"
"knurled",1,1,"Adjective","1.00"
"knut",9,2,"Name","1.00"
"ko",145,35,"Noun","0.82"
"koala",31,14,"Noun","0.73"
"koalas",4,2,"Noun","1.00"
"kob",11,1,"#N/A","#N/A"
"kobi",8,4,"Name","0.75"
"koda",42,2,"Noun","0.64"
"kodak",26,20,"Name","1.00"
"kodiak",58,14,"Name","0.98"
"kofta",1,1,"Name","1.00"
"koi",29,15,"Noun","0.52"
"kojima",15,2,"Name","0.80"
"kokam",2,1,"Noun","1.00"
"koko",27,11,"Name","0.70"
"kola",4,3,"Name","0.75"
"kolas",2,1,"Name","1.00"
"kolinsky",10,2,"Name","0.90"
"koller",4,1,"Name","0.75"
"kon",2,2,"Name","1.00"
"kona",30,9,"Name","0.87"
"kondo",15,2,"Name","0.80"
"kong",1106,328,"Name","1.00"
"kongu",1,1,"Name","1.00"
"konstantin",12,3,"Name","0.58"
"kook",39,30,"Noun","0.69"
"kookaburra",1,1,"Noun","1.00"
"kookie",12,3,"Name","0.58"
"kookier",1,1,"Adjective","1.00"
"kooks",22,20,"Noun","0.95"
"kooky",35,30,"Adjective","0.94"
"koolau",2,1,"Noun","1.00"
"kop",2,1,"Name","1.00"
"kopeck",7,5,"Noun","0.86"
"kopecks",6,2,"Noun","0.83"
"kopeks",1,1,"Noun","1.00"
"kopi",3,2,"Name","1.00"
"kops",2,2,"Noun","1.00"
"kor",3,2,"Noun","1.00"
"koran",17,12,"Noun","1.00"
"kore",1,1,"Verb","1.00"
"korea",637,307,"Name","1.00"
"korean",506,251,"Adjective","0.98"
"koreans",97,63,"Noun","1.00"
"kori",7,3,"Noun","0.43"
"korin",2,1,"Name","1.00"
"korma",3,2,"Noun","1.00"
"korova",1,1,"Name","1.00"
"kors",2,2,"Name","1.00"
"korsakoff",14,6,"Name","0.64"
"kos",4,2,"Name","1.00"
"kosher",137,93,"Adjective","1.00"
"koshered",1,1,"Verb","1.00"
"koto",4,4,"Noun","0.50"
"kou",6,4,"Noun","0.50"
"koumiss",1,1,"Noun","1.00"
"kowtow",15,13,"Verb","1.00"
"kowtowed",2,2,"Verb","1.00"
"kowtowing",5,5,"Verb","1.00"
"kowtows",1,1,"Verb","1.00"
"kozo",1,1,"Name","1.00"
"kph",1,1,"Name","1.00"
"kr",10,8,"Noun","0.50"
"kra",1,1,"#N/A","#N/A"
"kraal",1,1,"Name","1.00"
"kraft",43,11,"Name","0.98"
"kraits",1,1,"Noun","1.00"
"kraken",36,4,"Noun","1.00"
"krakens",1,1,"Noun","1.00"
"krantz",7,6,"Name","0.71"
"kraut",79,44,"Noun","0.73"
"krauts",104,32,"Noun","0.87"
"krebs",1,1,"Name","1.00"
"kreese",10,1,"Name","0.90"
"kremlin",50,36,"Name","0.94"
"krems",1,1,"Name","1.00"
"kreplach",5,5,"Verb","0.40"
"kreutzer",1,1,"Name","1.00"
"krill",8,5,"Noun","0.75"
"kris",88,17,"Name","0.74"
"krishna",151,33,"Name","0.83"
"krispies",22,16,"Noun","0.82"
"kriss",37,6,"Name","0.58"
"krome",6,6,"Name","0.67"
"krone",1,1,"Noun","1.00"
"kronen",7,2,"Adjective","0.86"
"kronos",19,6,"Name","0.68"
"kroo",9,3,"Name","0.89"
"krs",1,1,"Name","1.00"
"krypton",35,13,"Name","0.75"
"kryptonite",41,19,"Noun","0.85"
"kuan",14,6,"Name","0.86"
"kudo",8,5,"Noun","0.75"
"kudos",44,40,"Noun","1.00"
"kudu",4,2,"Noun","1.00"
"kudzu",5,2,"Noun","1.00"
"kuei",50,2,"Name","0.96"
"kufic",1,1,"Noun","1.00"
"kugel",7,5,"Noun","0.86"
"kula",4,3,"Noun","1.00"
"kultur",2,2,"Noun","1.00"
"kummel",3,2,"Noun","1.00"
"kumquat",24,14,"Noun","0.58"
"kumquats",33,6,"Noun","0.94"
"kundalini",5,4,"Noun","0.40"
"kung",268,116,"Noun","0.83"
"kurd",1,1,"Adjective","1.00"
"kurdish",3,3,"Adjective","1.00"
"kurdistan",6,4,"Name","1.00"
"kurta",2,2,"Name","1.00"
"kuru",11,3,"Noun","1.00"
"kusa",6,1,"Name","0.67"
"kuwait",48,22,"Name","1.00"
"kv",2,2,"Noun","1.00"
"kvetch",1,1,"Verb","1.00"
"kvetched",1,1,"Verb","1.00"
"kw",1,1,"Noun","1.00"
"kwacha",1,1,"Noun","1.00"
"kwan",123,26,"Name","0.69"
"kwanza",4,4,"Noun","1.00"
"ky",33,6,"Adjective","0.76"
"kyah",3,1,"Interjection","1.00"
"kyd",1,1,"Name","1.00"
"kyle",1229,128,"Name","0.99"
"kylie",28,7,"Name","0.54"
"kyoto",64,27,"Name","0.98"
"kyphosis",1,1,"Noun","1.00"
"kyrie",5,2,"Unclassified","1.00"
"kyu",3,3,"Name","0.67"
"l",4841,1722,"Letter","0.87"
"la",3518,1101,"Unclassified","0.59"
"lab",2020,1007,"Noun","1.00"
"label",351,256,"Noun","0.80"
"labeled",72,69,"Verb","0.86"
"labeler",1,1,"Noun","1.00"
"labeling",13,13,"Verb","0.77"
"labella",1,1,"Name","1.00"
"labelled",18,18,"Verb","1.00"
"labelling",4,4,"Verb","1.00"
"labels",99,87,"Noun","0.97"
"labia",14,13,"Noun","1.00"
"labial",1,1,"Adjective","1.00"
"labile",2,2,"Noun","0.50"
"labor",621,412,"Noun","0.97"
"laboratories",38,34,"Noun","1.00"
"laboratory",331,196,"Noun","1.00"
"labored",25,23,"Verb","0.80"
"laborer",23,20,"Noun","1.00"
"laborers",25,20,"Noun","1.00"
"laboring",15,15,"Verb","0.93"
"laborious",6,6,"Adjective","1.00"
"laboriously",1,1,"Adverb","1.00"
"laborously",1,1,"Adverb","1.00"
"labors",18,17,"Noun","1.00"
"laborsaving",1,1,"Adjective","1.00"
"labour",166,117,"Noun","0.77"
"laboured",6,5,"Verb","0.67"
"labourer",3,3,"Noun","1.00"
"labourers",3,3,"Noun","1.00"
"labours",8,8,"Noun","1.00"
"laboursome",1,1,"Adjective","1.00"
"labrador",27,17,"Noun","1.00"
"labs",208,137,"Noun","1.00"
"labyrinth",41,23,"Noun","1.00"
"labyrinthine",2,2,"Adjective","1.00"
"labyrinths",4,3,"Noun","1.00"
"lac",82,44,"Unclassified","0.89"
"lace",189,136,"Noun","0.92"
"laced",56,53,"Verb","0.96"
"lacerate",1,1,"Verb","1.00"
"lacerated",25,21,"Adjective","0.56"
"lacerates",2,2,"Verb","0.50"
"lacerating",5,5,"Verb","1.00"
"laceration",60,52,"Noun","1.00"
"lacerations",85,57,"Noun","1.00"
"laces",44,37,"Noun","1.00"
"lacey",124,34,"Name","0.98"
"lachesis",1,1,"Noun","1.00"
"lachrymose",6,1,"Name","0.67"
"laciest",1,1,"Adjective","1.00"
"lacing",7,7,"Verb","1.00"
"lack",905,761,"Noun","0.78"
"lackadaisical",4,4,"Adjective","1.00"
"lackadaisically",1,1,"Adverb","1.00"
"lackaday",3,2,"Noun","1.00"
"lacked",65,59,"Verb","1.00"
"lacker",1,1,"Name","1.00"
"lackey",33,26,"Noun","1.00"
"lackeys",15,15,"Noun","1.00"
"lacking",129,118,"Verb","0.95"
"lackland",2,2,"Name","1.00"
"lackluster",6,5,"Noun","1.00"
"lacklustre",1,1,"Adjective","1.00"
"lacks",107,98,"Verb","0.99"
"laconic",2,2,"Adjective","1.00"
"lacquer",22,15,"Noun","0.95"
"lacquered",6,6,"Verb","0.50"
"lacquers",1,1,"Noun","1.00"
"lacquerwork",1,1,"Noun","1.00"
"lacrimation",1,1,"Noun","1.00"
"lacrosse",53,29,"Noun","0.87"
"lacs",12,9,"Noun","0.83"
"lactate",8,8,"Verb","0.56"
"lactated",4,4,"Adjective","0.75"
"lactating",8,7,"Verb","0.63"
"lactation",3,3,"Noun","1.00"
"lactic",5,4,"Adjective","1.00"
"lactose",30,24,"Noun","1.00"
"lacuna",2,1,"Noun","1.00"
"lacunar",1,1,"Adjective","1.00"
"lacy",32,15,"Name","0.63"
"lad",736,339,"Noun","1.00"
"ladder",472,313,"Noun","0.99"
"laddered",2,2,"Verb","1.00"
"laddering",1,1,"Noun","1.00"
"ladders",40,32,"Noun","1.00"
"laddie",98,44,"Noun","1.00"
"laddies",15,11,"Noun","1.00"
"laden",83,49,"Verb","0.72"
"ladens",1,1,"Noun","1.00"
"lades",2,2,"Noun","1.00"
"ladies",7054,3101,"Noun","1.00"
"lading",12,10,"Noun","1.00"
"ladino",1,1,"Noun","1.00"
"ladle",38,27,"Noun","0.82"
"ladled",1,1,"Verb","1.00"
"ladles",16,7,"Noun","0.67"
"ladling",5,5,"Verb","1.00"
"lads",429,169,"Noun","1.00"
"lady",11071,4129,"Noun","1.00"
"ladybird",7,6,"Noun","0.86"
"ladybug",20,13,"Noun","0.60"
"ladybugs",10,7,"Noun","1.00"
"ladyfingers",4,3,"Noun","0.75"
"ladyfish",17,2,"Noun","0.53"
"ladykiller",3,3,"Noun","1.00"
"ladylike",43,36,"Adjective","1.00"
"ladylove",1,1,"Noun","1.00"
"ladyship",53,23,"Noun","1.00"
"laertes",3,2,"Name","1.00"
"laetrile",1,1,"Adjective","1.00"
"lafayette",46,26,"Name","0.56"
"lag",75,60,"Noun","0.83"
"lagarto",1,1,"Noun","1.00"
"lager",25,13,"Noun","1.00"
"lagers",1,1,"Noun","1.00"
"laggard",1,1,"Noun","1.00"
"lagged",4,4,"Verb","1.00"
"lagging",13,13,"Verb","0.69"
"lagniappe",3,2,"Noun","0.67"
"lagoon",81,38,"Noun","0.98"
"lagoons",9,3,"Noun","1.00"
"lags",7,7,"Noun","0.71"
"laguna",45,23,"Name","0.86"
"lagunas",7,1,"Name","1.00"
"lah",10,3,"Interjection","1.00"
"lahore",1,1,"Name","1.00"
"lai",56,21,"Name","0.97"
"laid",1527,1155,"Verb","0.98"
"lain",29,22,"Verb","1.00"
"lair",123,74,"Noun","0.90"
"laird",60,11,"Name","0.62"
"lairs",4,4,"Noun","1.00"
"lairy",2,2,"Noun","1.00"
"laissez",2,2,"Verb","0.50"
"lait",11,8,"Noun","1.00"
"laius",1,1,"Noun","1.00"
"lak",1,1,"Name","1.00"
"lake",1836,802,"Noun","0.96"
"lakefront",6,5,"Noun","0.83"
"lakeland",3,2,"Name","1.00"
"laker",36,21,"Name","0.94"
"lakers",94,63,"Name","1.00"
"lakes",105,83,"Noun","1.00"
"lakeshore",9,9,"Noun","0.67"
"lakeside",36,17,"Name","0.86"
